word;etymology;related
enter(o)+;none	<p>enterit</p>;
hasret;orig	Arapça,ḥsr	İbranice ve Aramice/Süryanice,ḥsr	;
temadi;orig	Arapça,mdy	Arapça,madan	İbranice ,md	;
ıslık;orig	Orta Türkçe,sıkrık 	Eski Türkçe,sıkır-	;
boz|mak;orig	Eski Türkçe,buz-	;
jenosit;orig	Fransızca ,génocide	İngilizce ,genocide	Latince,genus	Latince,cidus	;
ciranta;orig	İtalyanca,girante	İtalyanca,girare	;
kızamık;orig	Eski Türkçe,kızlamuk	Eski Türkçe,kızıl	;
aşikâr;orig	Farsça,āşikār 	Orta Farsça,āşkārak	Avesta (Zend) dilinde,āviş-kāra-	Avesta (Zend) dilinde,āviş	Hintavrupa Anadilinde,*āw-is-	Hintavrupa Anadilinde,*au-<sup>4</sup>	;
ayakkabı;none	<p>ayakkabıcı</p>;
tatarcık;"none	<p> <i>Tatar</i> ""Türk veya Moğol asıllı bir göçebe halk"" <b>özel adından Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%C3%A7Uk"">+çUk</a> ekiyle türetilmiştir.</b></p>";
enmüzeç;orig	Arapça,unmūḏac	Orta Farsça,nmūdak	Orta Farsça,nmūdan	;
antite;orig	Fransızca ,entité	Geç Latince,entitas	Geç Latince,ens, ent-	Latince,esse	;
kambur;orig	Yeni Yunanca,kambylos	Eski Yunanca,kámpylos	Eski Yunanca,kámptō	Hintavrupa Anadilinde,*kamp-	;
tevekkül;orig	Arapça,wkl	Arapça,wakala	;
zambak;orig	Arapça,znbḳ	Orta Farsça,zanbak	;
delgi;orig	Türkiye Türkçesi,del-	;
şişe;orig	Farsça,şīşa	Aramice/Süryanice,aşīşā	Eski Mısır dilinde,şş	;
ahz;orig	Arapça,Aχḏ	Arapça,aχaḏa	;
konformist;orig	Fransızca ,conformiste	Fransızca ,se conformer	Latince,conformare	Latince,formare	;
dövme;orig	Eski Türkçe,tögün	Eski Türkçe,tȫg-	;
tokuş|mak;orig	Eski Türkçe,tokış-	Eski Türkçe,tokı-	;
tapşın;"none	<p> bir sözcükten türetilmiş olabilir; ancak bu kesin değildir. </p>";
karakter;orig	Fransızca ,caractère	Eski Yunanca,χaraktḗr	Eski Yunanca,χarássō	Hintavrupa Anadilinde,*gherək-	Hintavrupa Anadilinde,*gher-<sup>4</sup>	;
kalp;orig	Arapça,ḳlb	Akatça,ḳablu	;
enginar;orig	Yeni Yunanca,ankinára	Eski Yunanca,kinára 	;
teşebbüs;orig	Arapça,şbs̠	Arapça,şabaṯa	;
avanta;orig	İtalyanca,avanta	İtalyanca,avantare	Latince,ab ante	;
vernik;orig	Yeni Yunanca,verníki	Orta Yunanca,veroníkē 	;
fütüvvet;orig	Arapça,ftw	Arapça,fatāˀ	;
etvar;orig	Arapça,ṭwr	Arapça,ṭawr	;
çölyak;orig	İngilizce ,coeliac disease	Eski Yunanca,koiliakós	Eski Yunanca,koîlos	;
tuğyan;orig	Arapça,ṭġy	Arapça,ṭaġā	;
gey;orig	İngilizce ,gay	Fransızca ,gai	;
tutum;orig	Türkiye Türkçesi,tut-	;
irfan;orig	Arapça,ˁrf	Arapça,ˁarafa	;
bi+;"none	<p>Türkçede benimsenmiş olan bazı kalıp deyimlerde Arapça harf-ı tarif (definite article) olan <i>el</i> ile birleşerek <i>bil-</i> biçimini alır: <b></b> <i>bil-fiil,</i> <i>bil-akis</i> vb. Arapça bazı sözcüklerde /l/ sesi sonraki sessize asimile edilir: <i>bit-tabii,</i> <i>biz-zat,</i> <i>bin-netice.</i> • Bazı kalıp deyimlerde yemin ifade eder; ör. <i>bi-llāhi</i> (Allah adına yemin ederim ki). Ayrıca karş. <i>bi-lā</i> (“ile değil”, yoksunluk edatı).</p>";
fos;orig	Türkiye Türkçesi,zifos	;
süet;orig	Fransızca ,suède	Fransızca ,gants de Suède	Fransızca ,Suède	;
unsur;orig	Arapça,ˁṣr	Arapça,ˁaṣara	;
terciibent;orig	Arapça,rcˁ	Farsça,band	;
homojen;orig	Fransızca ,homogène	Eski Yunanca,ʰomogenḗs	Eski Yunanca,ʰomós	Eski Yunanca,génos	;
belit;orig	Yeni Türkçe,*bel-	;
balon;orig	Fransızca ,ballon	İtalyanca,ballone	İtalyanca,balla	Germence,*ballaz	Hintavrupa Anadilinde,*bhol-	Hintavrupa Anadilinde,*bhel-<sup>2</sup>	;
ardışık;orig	Türkiye Türkçesi,art	;
ferç;orig	Arapça,frc	Arapça,faraca	Arapça,faraḳa	;
berdelacuz;orig	Arapça,bardu'l-ˁacuz	Arapça,brd	Arapça,ˁcz	;
egemen;orig	Eski Yunanca,ʰēgemōn	Eski Yunanca,ʰēgéomai	;
dua;orig	Arapça,dˁw	;
vaziyet;orig	Arapça,wḍˁ	Arapça,waḍaˁa	;
telef;orig	Arapça,tlf	Arapça,talifa	;
zakir;orig	Arapça,ḏkr	Arapça,ḏakara	;
biyometrik;orig	İngilizce ,biometric	;
bet;orig	Farsça,bad	Orta Farsça,vat	;
çükündür;orig	Farsça,çugundur 	;
ayla;orig	Türkiye Türkçesi,ay ağılı	Türkiye Türkçesi,ağıl	Türkiye Türkçesi,ak	;
bi(o)+;orig	Hintavrupa Anadilinde,/*gʷ/	Eski Yunanca,/b/	Hintavrupa Anadilinde,/*gʷ/	Latince,/v/	Hintavrupa Anadilinde,/*gʷ/	Eski Yunanca,bio-,	Latince,viv-,	Gaelce,beatha	Sanskritçe,jva-	Farsça,cān.	Hintavrupa Anadilinde,*gʷi-wō-	Eski Yunanca,zóiō	Hintavrupa Anadilinde,*gʷi-g-	İngilizce ,quick	Latince,vigere,	;
illiyyin;orig	Arapça,ˁlw	İbranice ,ˁly	;
yun|mak;orig	Eski Türkçe,yun-	Eski Türkçe,yu-	;
konsome;orig	Fransızca ,consommé	Fransızca ,consommer	;
teber;orig	Farsça,tabar	;
karmanyola;orig	Fransızca ,carmagnole	öz (İt),Carmagnola	;
yavuklu;orig	Eski Türkçe,yaġuk	Eski Türkçe,yak-	;
deplase;orig	Fransızca ,déplacer	Fransızca ,placer	;
haftaym;orig	İngilizce ,half-time	İngilizce ,half	İngilizce ,time	;
deser;orig	Fransızca ,dessert	Fransızca ,desservir	Fransızca ,servir	Fransızca ,service	;
ihtikâr;orig	Arapça,ḥkr	Arapça,ḥakara	Aramice/Süryanice,ḥākar	;
behemehal;orig	Farsça,hama	Arapça,ḥāl	;
araf;orig	Arapça,ˁrf	Arapça,ˁurf	;
entim;orig	Fransızca ,intime	Latince,intimus	Latince,*intrimus	Latince,inter	;
jaketatay;orig	Fransızca ,*jacquette à taille	Fransızca ,jacquette	Fransızca ,taille	;
amazon;orig	Fransızca ,amazone	Eski Yunanca,amazōn	;
fan;orig	İngilizce ,fan	İngilizce ,fanatic	;
takıntı;orig	Türkiye Türkçesi,tak-	;
apriori;orig	Latince,a priori	Latince,prior	Latince,prius	;
cila;orig	Arapça,clw	Arapça,calā	;
şiddet;orig	Arapça,şdd	Arapça,şadda	;
inkıyat;orig	Arapça,ḳyd	Arapça,ḳāda	;
vekayi;orig	Arapça,wḳˁ	Arapça,waḳīˁa(t)	;
galiba;orig	Arapça,ġāliban	Arapça,ġlb	;
filament;orig	İngilizce ,filament	Geç Latince,filamentum	Latince,filum	Hintavrupa Anadilinde,*gʷhīslo-	Hintavrupa Anadilinde,*gʷhī-	;
haspa;orig	Arapça,ḥṣb	;
hüsran;orig	Arapça,χsr	Arapça,χasira	;
evaze;orig	Fransızca ,évasé	Fransızca ,évaser	Fransızca ,vase	;
destur;orig	Farsça,dastūr	Orta Farsça,dastwar	Orta Farsça,dast	Orta Farsça,āvar	;
arife;orig	Arapça,ˁrf	İbranice ve Aramice/Süryanice,ˁrb	İbranice ,ˁārav	Akatça,ˁerēbu	;
habire;"none	<p> <i>ha bre</i> ""teşvik ünlemi (Rumeli ağzı)"" anlamında <b>ünlemdir.</b> </p>";
çaşıt;orig	Eski Türkçe,çaşut	Eski Türkçe,çaşur-	;
koster;orig	İngilizce ,coaster	İngilizce ,coast	Eski Fransızca,coste	Latince,costa	;
yekta;orig	Farsça,yaktā	Orta Farsça,ēyak-dāt	Avesta (Zend) dilinde,aevo-dāta-	;
zan;orig	Arapça,ẓnn	Arapça,ẓanna	;
solu|mak;orig	Orta Türkçe,solu-	;
dadı;orig	Farsça,dādū	;
çakırkeyif;orig	Türkiye Türkçesi,çakır	Eski Türkçe,çaġır	Türkiye Türkçesi,keyif	;
açma;orig	Türkiye Türkçesi,aç-	;
kalifiye;orig	Fransızca ,qualifié	Fransızca ,qualifier	Geç Latince,qualificare	Latince,qualis	Latince,facere, fact-	;
üstüvane;orig	Farsça,ustūvāna	Farsça,ustūn 	;
bade;orig	Farsça,bāda	Orta Farsça,bādag	Farsça,budan	;
fonetik;orig	Fransızca ,phonétique	Eski Yunanca,phōnētikós	Eski Yunanca,phōnētós	;
konferans;orig	Fransızca ,conférence	Geç Latince,conferentia	Latince,conferre	Latince,ferre	;
camız;orig	Arapça,cāmūs 	Aramice/Süryanice,gamūş	Farsça ve Orta Farsça,gaw mēş	Orta Farsça,gaw	Hintavrupa Anadilinde,*gʷou-	;
valf;orig	Fransızca ,valve	Latince,valva	Hintavrupa Anadilinde,*wlw-ā-	Hintavrupa Anadilinde,*wel-<sup>3</sup>	;
yapış|mak;orig	Eski Türkçe,yapış-	Eski Türkçe,yap-	;
halel;orig	Arapça,χll	Arapça,χalla	;
iksir;orig	Arapça,ksr	Eski Yunanca,eksaíresis	Eski Yunanca,eksairéō	Eski Yunanca,ʰairéō	;
kayış;orig	Eski Türkçe,koġuş	Eski Türkçe,koġuş	;
vukuf;orig	Arapça,wḳf	Arapça,waḳafa	;
kerhane;orig	Farsça,kār-χāna	;
kımıl;"none	<p> <i>kımıl </i>veya<i> kımır</i> ""devinme sesi"" anlamında <b>ses yansımalı sözcüktür.</b> </p>";
tuvalet;orig	Fransızca ,toilette	Fransızca ,toile	;
karga tulumba;orig	Venedikçe,carga tromba!	Venedikçe,cargar	Geç Latince,carrigare	;
tartış|mak;orig	Eski Türkçe,tartış-	Eski Türkçe,tart-	;
kozmonot;orig	İngilizce ,cosmonaut	Rusça ,kosmonávt	Eski Yunanca,kósmos	Eski Yunanca,naútēs	;
yevmiye;orig	Arapça,yawmī	Arapça,ywm	;
acaba;orig	Arapça,ˁacabā	Arapça,ˁcb	;
fani;orig	Arapça,fny	Arapça,fanā	;
izole;orig	Fransızca ,isoler	İtalyanca,isolare	Geç Latince,insulare	Latince,insula	;
sülün;orig	Eski Türkçe,süglin	Eski Türkçe,sögül-	;
akıldane;orig	Arapça,ˁāḳil	Farsça,dānā	Farsça,dānistan	;
tasallut;orig	Arapça,slṭ	Arapça,sulṭa(t)	;
füniküler;orig	Fransızca ,funiculaire	Latince,funiculus	Latince,funis	;
içre;orig	Eski Türkçe,içre	Eski Türkçe,iç	;
tesir;orig	Arapça,As̠r	Arapça,aṯṯara	Arapça,aṯar	;
fiyonk;orig	İtalyanca,fiocco	Latince,floccus	;
kırlangıç;orig	Eski Türkçe,karlıġaç 	;
düden;orig	Orta Türkçe,düden	;
imitasyon;orig	Fransızca ,imitation	Latince,imitatio	Latince,imitare	Hintavrupa Anadilinde,*əim-eto-	Hintavrupa Anadilinde,*aim-	;
züğürt;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
bizatihi;orig	Arapça,bi-ḏātihi	Arapça,ḏāt	Arapça,+hi	;
fecaat;orig	Arapça,fcˁ	;
kaytan;orig	Türkiye Türkçesi,kayt-	Eski Türkçe,kay-	;
alüvyon;orig	Fransızca ,alluvion	Latince,alluvium	Latince,alluere	Latince,luere	;
avokado;orig	İngilizce ,avocado	İspanyolca ,avocado	Nahuatl (Aztek) dilinde,ahuacatl	;
cura;orig	Farsça,cūra 	;
elektr(o)+;none	<p>elektrodinamik, elektrodiyaliz, elektroensefalografi, elektrogitar, elektrojen, elektrokimya, elektromanyetik, elektromekanik, elektromotor, elektroskop, elektroşok, elektrostatik, elektroteknik</p>;
tenevvür;orig	Arapça,nwr	Arapça,nūr	;
kabir;orig	Arapça,ḳbr	Arapça,ḳabara	;
karış|mak;orig	Eski Türkçe,karış-	Eski Türkçe,kar-	;
flamenko;orig	İspanyolca ,flamenco	;
baton;orig	Fransızca ,bâton	Geç Latince,bastum 	;
teşerrüf;orig	Arapça,şrf	Arapça,şarafa	;
timpani;orig	İtalyanca,timpani	İtalyanca,timpano	Eski Yunanca,týmpanon	İbranice ve Aramice/Süryanice,tūp, tuppā	;
emo;orig	İngilizce ,emo	İngilizce ,emotional	Latince,emotio	Latince,emouēre, emot-	Latince,mouēre, mot-	;
badigard;orig	İngilizce ,bodyguard	İngilizce ,body	İngilizce ,guard	;
kapı;orig	Eski Türkçe,kapıġ	Eski Türkçe,kap-	;
kâhin;orig	Arapça,khn	Aramice/Süryanice,khn	İbranice ,kōhen	İbranice ,kwn	Akatça,kānu	;
folklor;orig	İngilizce ,folklore	İngilizce ,folk	İngilizce ,lore	Eski İngilizce ,lār	Almanca ,Lehre	;
torso;orig	İngilizce ,torso	İtalyanca,torso	Geç Latince,*turso	Eski Yunanca,thýrsos	;
elma;orig	Oğuzca,alma	Eski Türkçe,almıla	Eski Türkçe,al *mıla	;
aralık;orig	Eski Türkçe,ara	;
hormon;orig	Fransızca ve İngilizce ,hormone	Eski Yunanca,ʰormáō	;
izdüşüm;none	<p>izdüşümlü, izdüşümsel</p>;
azık;orig	Eski Türkçe,azuk	;
alet;orig	Arapça,Awl	Arapça,āla	;
kür;orig	Fransızca ,cure	Latince,cura	Arkaik Latince,coisa	;
azamet;orig	Arapça,ˁẓm	Arapça,ˁaẓuma	;
entipüften;orig	Arapça,anā, anta	;
velur;orig	Fransızca ,velours	Latince,villosus	Latince,vellus	Hintavrupa Anadilinde,*welə-na	;
ansambl;orig	Fransızca ,ensemble	Latince,insimul	Latince,simul	;
topikal;orig	Fransızca ve İngilizce ,topical	Eski Yunanca,topikós	Eski Yunanca,tópos	;
alıç;orig	Farsça,ālūça	Farsça,ālū	Orta Farsça,alūk	Eski Türkçe,erük	;
tulum;orig	Eski Türkçe,tulġuk 	Eski Türkçe,tol-	;
aşık;orig	Eski Türkçe,aşuk	Eski Türkçe,aş-	;
şuara;orig	Arapça,şˁr	Arapça,şāˁir	;
ilam;orig	Arapça,ˁlm	Arapça,aˁlama	Arapça,ˁalama	;
içki;orig	Eski Türkçe,içkü	Eski Türkçe,iç-	;
zü+;none	<p>Arapça sözcüğün kuraldışı genitivi <i>ḏī,</i> akkuzativi <i>ḏā,</i> dişili <i>ḏāt</i> 'tır. Türkçe kullanımda zü+ ve zi+ görülür.</p>;
bacanak;orig	Orta Türkçe,bacı 	;
abraş;orig	Arapça,brş	Arapça,baraş	;
baytar;orig	Arapça,bṭr	Eski Yunanca,ʰippíatros	;
dürüm;orig	Türkiye Türkçesi,dür-	;
inkılap;orig	Arapça,ḳlb	Arapça,ḳalaba	;
besmele;orig	Arapça,bi'smi'llāhi	;
suare;orig	Fransızca ,soirée	Fransızca ,soir	Latince,serum	Latince,serus	Hintavrupa Anadilinde,*sē-<sup>2</sup>	;
şiraze;orig	Farsça,şīrāza	Farsça,şīrāz	;
akrep;orig	Arapça,ˁḳrb	Aramice/Süryanice,ˁaḳrabbā	İbranice ,ˁaḳrāb	Akatça,aḳrabu	;
ziyan;orig	Farsça ve Orta Farsça,ziyān	Avesta (Zend) dilinde,zyā-, zinā-	Sanskritçe,cyāni	;
tellak;orig	Arapça,dlḳ	Arapça,dalaḳa	;
suni;orig	Arapça,ṣunˁī	Arapça,ṣnˁ	;
kardiyak;orig	Fransızca ,cardiaque	Eski Yunanca,kardiakós	;
sökün;orig	Eski Türkçe,sök-	;
kalori;orig	Fransızca ,calorie	Latince,calor	Latince,calere	Hintavrupa Anadilinde,*klə-ē-	Hintavrupa Anadilinde,*kelə-<sup>1</sup>	;
huşunet;orig	Arapça,χşn	Arapça,χaşuna	;
hibe;orig	Arapça,whb	Arapça,wahaba	;
tebarüz;orig	Arapça,brz	Arapça,baraza	;
dalyarak;orig	Türkiye Türkçesi,dal	;
dut;orig	Arapça,tūt	Aramice/Süryanice,tūtā	;
giz;orig	Türkiye Türkçesi,gizle- 	;
tasarla|mak;orig	Orta Türkçe (sadece Kıpçak ve Oğuz lehçelerinde),tasbar-	Eski Türkçe,tas	Eski Türkçe,bar-	;
aç;orig	Eski Türkçe,āç	;
kolay;orig	Orta Türkçe (sadece Kıpçak ve Oğuz lehçelerinde),kolay	Eski Türkçe,kol-	;
tabldot;orig	Fransızca ,table d'hôte	Fransızca ,table	Fransızca ,hôte	;
höyük;"orig	Oğuzca,öyük	Eski Türkçe,*örük&lt;/i&gt; sözcüğünden evrilmiştir. Bu sözcük <b>Eski Türkçe</b> <i>ör-	";
sulp;orig	Arapça,ṣlb	Arapça,ṣaluba	;
greyfurt;orig	İngilizce ,grapefruit	İngilizce ,grape	Fransızca ,grappe	Fransızca ,fruit	Fransızca ,fruit	Latince,fructus	;
kumpir;orig	Bulgarca ve Sırpça ,krumpír	Almanca ,Grundbirne	Almanca ,Grund	Almanca ,Birne	;
akuzatif;orig	Almanca ,Akkusativ	Latince,accusativus	Latince,accusare	Latince,causa	;
begonvil;orig	Yeni Latince,bougainvillea	;
gel|mek;orig	Eski Türkçe,kel-	;
koitus;orig	Latince,coitus	Latince,coire	Latince,ire, it-	;
züht;orig	Arapça,zhd	Arapça,zahada	;
kandil;orig	Arapça,ḳndl	Aramice/Süryanice,ḳandīlā	Latince,candēla	Latince,candēre	;
kalın;orig	Eski Türkçe,kalın	;
tost;orig	İngilizce ,toast	Geç Latince,tostare	Latince,tostus	Latince,torrere	Hintavrupa Anadilinde,*tors-eyo-	Hintavrupa Anadilinde,*ters-	;
vaz geç|mek;orig	Farsça,bāz āmadan	Farsça,bāz	Orta Farsça,abāz 	;
baliğ;orig	Arapça,blġ	Arapça,balaġa	;
şah;orig	Farsça,şāχ	;
hazin;orig	Arapça,ḥzn	Arapça,ḥazana	;
berhudar;orig	Farsça,barχordār	Farsça,barχordan	Farsça,bar	Farsça,χordan, χor-	;
kabul;orig	Arapça,ḳbl	Arapça,ḳabila	;
konteyner;orig	İngilizce ,container	İngilizce ,contain	Latince,continere, content-	Latince,tenere, tent-	;
karakol;orig	Moğolca ,karaġul	Moğolca ,kara-	;
kenef;orig	Arapça,knf	Arapça,kanafa	Arapça,kanaf	İbranice ,kanap	Aramice/Süryanice,kanpā	;
atölye;orig	Fransızca ,atelier	Geç Latince,astellarium	Latince,stella	Hintavrupa Anadilinde,*stēr-la-	Hintavrupa Anadilinde,*ster-<sup>2</sup>	;
kışla;orig	Eski Türkçe,kışlaġ 	Eski Türkçe,kışla-	Eski Türkçe,kış	;
hılat;orig	Arapça,χlˁ	Arapça,χalaˁa	;
farmason;orig	Fransızca ,franc maçon	Fransızca ,franc	Fransızca ,maçon	;
et|mek;orig	Eski Türkçe,ét-	Eski Türkçe,er-	;
güreş|mek;orig	Eski Türkçe,küreş-	Eski Türkçe,küre-	Eski Türkçe,kür	;
sünger;orig	Yeni Yunanca,sfungárion	Eski Yunanca,spóngos 	;
insaf;orig	Arapça,nṣf	Arapça,naṣafa	;
harç;orig	Arapça,χrc	Arapça,χaraca	;
heretik;orig	Fransızca ,hérétique	İngilizce ,heretic	Latince,haereticus	Eski Yunanca,ʰairetikós	Eski Yunanca,ʰaireō	;
düdük;orig	Eski Türkçe,tütek	;
buğra;orig	Eski Türkçe,buġra	;
kösele;orig	Farsça,gawsāla	Farsça,gaw 	Farsça,sāla	;
istidat;orig	Arapça,ˁdd	Arapça,ˁadda	;
tekir;orig	Yeni Yunanca ve Eski Yunanca,tígris	;
varoş;orig	Macarca ,város	Macarca ,vár	;
kabız;orig	Arapça,ḳābḍ	;
dirayet;orig	Arapça,dry	Arapça,darā	;
cenabet;orig	Arapça,cnb	Arapça,cunub	;
kabiliyet;orig	Arapça,ḳbl	Arapça,ḳābil	;
velfecri;orig	Arapça,wa'l-facri	Arapça,facr	;
fast-food;orig	İngilizce ,fast-food	İngilizce ,fast	Germence,*fastu-	Hintavrupa Anadilinde,*past-	İngilizce ,food	Germence,*fōd	Hintavrupa Anadilinde,pāt-	;
dinamo;orig	Fransızca ve İngilizce ve Almanca ,dynamo	Almanca ,dynamo­elektrische Maschine	Eski Yunanca,dynámis	;
halüsinasyon;orig	Fransızca ,hallucination	Geç Latince,hallucinatio	Geç Latince,hallucinari	Eski Yunanca,ʰalýks	Eski Yunanca,ʰalýssō	;
temrin;orig	Arapça,mrn	Arapça,marana	;
beze|mek;orig	Eski Türkçe,bedze-	Eski Türkçe,bediz	;
+zede;none	<p>afetzede, bankerzede, depremzede, kazazede, sınavzede</p>;
ifraz;orig	Arapça,frz	Arapça,faraza	;
jüpon;orig	Fransızca ,jupon	İtalyanca,giuppone	İtalyanca,giuppa	Arapça,cubba(t)	;
keramet;orig	Arapça,krm	Arapça,karuma	;
bende;orig	Farsça,banda	Orta Farsça,bandak	Orta Farsça,bastan, band-	Eski Farsça ve Avesta (Zend) dilinde,band-	;
forklift;orig	İngilizce ,forklift	İngilizce ,fork	İngilizce ,lift	;
şeker;orig	Farsça ve Orta Farsça,şakar	Pali (geç Sanskrit) dilinde,śakkharā	Sanskritçe,śárkarā	;
tantana;orig	Arapça,ṭn	;
gürz;orig	Farsça,gurz	Orta Farsça,varz 	Avesta (Zend) dilinde,vazra-	;
teyit;orig	Arapça,Ayd	Arapça,ayyada	;
kaşı|mak;orig	Eski Türkçe,kaşı-	;
dök|mek;orig	Eski Türkçe,tök-	;
küme;orig	Arapça,kūma(t)	Eski Yunanca,kýma	Eski Yunanca,kýō	Hintavrupa Anadilinde,*keuə-	;
evolüsyon;orig	Fransızca ,evolution	Latince,evolutio	Latince,evoluere	Latince,voluere	;
cilt;orig	Arapça,cld	Aramice/Süryanice,gəlad	İbranice ,geled	Akatça,gildu	;
hanuka;orig	İbranice ,ḥnk	;
background;orig	İngilizce ,background	İngilizce ,back	İngilizce ,ground	;
gır;"none	<p> ""katı sürtünme sesi, mide sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
kambiyo;orig	İtalyanca,cambio	Geç Latince,cambiare	Kelt dillerinde,*kamb-	;
darağacı;orig	Farsça ve Orta Farsça,dār 	Avesta (Zend) dilinde,dāru-	Sanskritçe,dáru	Hintavrupa Anadilinde,*deru-	;
hedge;orig	İngilizce ,to hedge	İngilizce ,hedge	Germence,*hagjā-	;
aban|mak;orig	Arapça,abāˀ	;
diyelek;orig	Türkiye Türkçesi,de-	;
tecessüs;orig	Arapça,css	Arapça,cassa	;
tiran;orig	Fransızca ,tyran	Geç Latince,tyrannus	Eski Yunanca,tyránnos	;
toraman;orig	Türkiye Türkçesi,tor	;
istihare;orig	Arapça,χyr	Arapça,χayr	;
hurafe;orig	Arapça,χrf	Arapça,χarafa	;
ikaz;orig	Arapça,yḳẓ	Arapça,yaḳaẓa	;
düğüm;orig	Eski Türkçe,tügün	Eski Türkçe,tüg-	;
çağanoz;orig	Yeni Yunanca,tsiganós	;
diğer;orig	Farsça,dīgar 	Orta Farsça,datīgar	;
gına;orig	Arapça,ġny	Arapça,ġaniya	;
çek;orig	Farsça,çak	;
kodifiye;orig	Fransızca ,codifier	Geç Latince,codificare	Latince,codicem facere	;
tahkir;orig	Arapça,ḥḳr	Arapça,ḥaḳara	;
adezyon;orig	Fransızca ,adhésion	Latince,adhaesio	Latince,adhaerere	Latince,haerere, haes-	;
küsur;orig	Arapça,ksr	Arapça,kasr	;
geyik;orig	Eski Türkçe,keyik	;
komedi;orig	İtalyanca,commedia	Fransızca ,comèdie	Eski Yunanca,kōmōidía	Eski Yunanca,kōmos	Eski Yunanca,kōmē	Eski Yunanca,aiodós	Eski Yunanca,aeídeō	;
duahan;orig	Farsça,duˁāχʷān	Arapça,duˁā	Farsça,χʷandan, χʷān	;
şehit;orig	Arapça,şhd	Aramice/Süryanice,shd	Aramice/Süryanice,səhad	;
yak;orig	İngilizce ,yak	Tibetçe ,gyag	;
koru|mak;orig	Eski Türkçe,korı-	;
buffer;orig	İngilizce ,buffer	;
vals;orig	Fransızca ,valse	Almanca ,Walz	Almanca ,walzen	Germence,*waltjan	Hintavrupa Anadilinde,*wel-<sup>3</sup>	;
kiriş;orig	Eski Türkçe,kiriş	Eski Türkçe,ker-	;
yığınak;orig	Türkiye Türkçesi,yığ-	;
teflon;orig	ticari markasından,tetrafluorethylene	;
üstelik;none	<p><i>Üste</i> sözcüğündeki <i>+e</i> ekinin işlevi açık değildir.</p>;
stok;orig	İngilizce ,stock	Germence,*stukk-	;
diyalog;orig	Fransızca ,dialogue	Eski Yunanca,diálogos	Eski Yunanca,lógos	;
boa;orig	Fransızca ve İngilizce ,boa	Latince,boa	;
dibek;orig	Türkiye Türkçesi,dep- 	;
finiş;orig	İngilizce ,finish	Fransızca ,finisser	Latince,finire	Latince,finis	;
evlat;orig	Arapça,wld	Arapça,walad	;
ayyuk;orig	Arapça,ˁyḳ	;
dantel;orig	Fransızca ,dentelle	Fransızca ,dent	Latince,dens, dent-	;
kısas;orig	Arapça,ḳṣṣ	Arapça,ḳiṣṣa(t)	;
şasi;orig	Fransızca ,châssis	Fransızca ,châsse	Latince,capsa	;
ar;orig	Fransızca ,are	Latince,area	;
aşifte;orig	Farsça,āşufta	Farsça,āşuftan, aşūb	Avesta (Zend) dilinde,χşufan	Hintavrupa Anadilinde,*kseubh-	;
avene;orig	Arapça,ˁwn	Arapça,ˁawn	Arapça,ˁāna	;
apolet;orig	Fransızca ,épaulette	Fransızca ,épaul	Latince,spathula	Latince,spatha	;
yasal;orig	Türkiye Türkçesi,yasa	;
komplo;orig	Fransızca ,complot	;
çayır;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
kumanya;orig	İtalyanca,compagna	Latince,compania	;
gudik;orig	Türkiye Türkçesi,güdük	;
dadaş;orig	Türkiye Türkçesi,dada 	;
fotojenik;orig	İngilizce ,photogenic	İngilizce ,photo+	İngilizce ,+genic	;
şifa;orig	Arapça,şfw	Arapça,şafā	;
keleş;orig	Kürtçe (Kurmanci),keleş	;
epitet;orig	Fransızca ,epithète	İngilizce ,epithet	Eski Yunanca,epítheton	Eski Yunanca,epíthetos	Eski Yunanca,títhēmi, the-	;
çünkü;orig	Farsça,çūn ki	Farsça,çūn	Farsça,ki	;
derma(to)+;none	<p>+derm, +dermi, +dermik, dermalji, dermatit, dermatoz</p>;
kös;orig	Farsça,kūs 	Farsça,koftan, kūs	;
galen;orig	Fransızca ,galène	Eski Yunanca,galenḗ	;
frikik;orig	İngilizce ,free kick	İngilizce ,free	Germence,*frīj-az	İngilizce ,kick	;
budun;orig	Eski Türkçe,bodun	Eski Türkçe,bod(u)	;
allak bullak;orig	Türkiye Türkçesi,alaca bulaca	;
teşrin;orig	Arapça,tişrīn	Aramice/Süryanice,tişrīn	İbranice ,tişrī	;
devir;orig	Arapça,dwr	Arapça,dāra	;
tıngır;"none	<p> ""rezonanslı ve mükerrer hafif darbe sesi"" <b>Bir sözcüktür.</b> </p>";
çenek;orig	Türkiye Türkçesi,çene	;
endikasyon;orig	Fransızca ,indication	Latince,indicare	Latince,index, indic-	;
geda;orig	Farsça,gadā	;
darp;orig	Arapça,ḍrb	Arapça,ḍaraba	;
gayri;orig	Arapça,ġyr	;
ecrimisil;orig	Arapça,acr	Arapça,miṯl	;
fışkır|mak;"none	<p> <i>fış</i> ""suyun köpürerek akma sesi"" ses yansımalı sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BkIr-"">+kIr-</a> ekiyle türetilmiştir.</p>";
