names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
ASSAN	Yen	YENISEIAN	Yeniseian,KA	Yeniseian,SouthernYeniseian,Kott-Assan	55.0	94.0	0		xss	ay, ya	au	ayun								hautu, huCa	ineE, in7e, ina						hit	tig, tik		alCip, alSip		aC, aCi		gipan, yipan														klokan, kologan	teS, tiS	aN, au			alup				henar, kehar, keNar			pa			ulapunay, ulabunay			karaulagan															ega, oga		alak	ul		SiS					hat			hik, panik	iy, yi						Sig								
KET	Yen	YENISEIAN	Yeniseian	Yeniseian,NorthernYeniseian	64.0	87.0	210		ket	at		3tn								qus, qok	un						ket	is		tip	3x	oks		3n			iNolt		sul	at			qo7					ogd	des	oln		it	ey			batpul	h3Nn			mam		seN	dop			ditoN	Eksaq			qorEN					igbEs								qoX	ul		t3s					bok			kulte	qay						si			ut	ki7				
EIGHTEENTH_CENTURY_KET	Yen	YENISEIAN	Yeniseian	Yeniseian,NorthernYeniseian	64.0	87.0	210		ket	ad, ade, di	u	Etin, otten								kus7am, Xusam, Xuzam, Xuzem	in7am						ket	ise, isi, yisa		Cip, tip		oksa, okse, oks		ahun, ohaN			seldey		sul7	at			ko, tegon					hokten, okd, okden	des	olen, olgen, oln			ey, ii			badpilaN, batul	gomblaC, togon, togan, ila, ilE			mam, toga, togga			duledop, dul7udo, duredop, d7ul7udo																		i, iy		kago, ko, koago, kogo, Xogen, Xogh~	ul, ul7, ur		Cigs, tus, ties, tis					bok			Xot	kay, tinil7ap						si, siy								
KOTT	Yen	YENISEIAN	Yeniseian,KA	Yeniseian,SouthernYeniseian,Kott-Assan	56.0	94.0	0		zko	ay, ya	au	ayoN								huCa, XanCiXit	ina, inCa, in7a, inE						ilit, Xit, hit, het	teg, tig		alCip	iki	aC, aCi, aCSi, Si		dibaN, iban					Sur	hau								kalogan, kolog	teCagan, tes, tieN	aN		itan	alub, alup			arSi	henaran, keNaran, kenar			pfa, Xanti		SiSil	olap, opaN			karuyak	goloti			xa, qa					itojaN						Ega, kgi, egi		alagan, alakan	ul		Sin, SiS					ot, Xot, Xott			itik, Xik, hek	dZi, dZiy, ggy, paCai						Sig				ki				
PROTO_YENISEIAN	Yen	YENISEIAN			70.0	85.0	0			ad3	ug3	ad3N								qus, qut	k3n						ke7t			tip	3k3	hoks3, hoc3		L3p3					suL				qw~og					oq	des			i73t3					qw~3p					seN	op			th~oN	th~a			qog3											heg3		qo73G3	kuL		t37s								q3k	L3g3						sig3			ut3	ki7				ig3
PUMPOKOL	Yen	YENISEIAN	Yeniseian,AP	Yeniseian,SouthernYeniseian,Arin-Pumpokol	58.5	92.0	0		xpm	ad	ue	adiN, Etnin								xuta	hineaN, nineaN						kit	gite, hite		ci, Cip		hoxon, oksi		efig, xogondipun														atkin	dat				ay, iligil				ton			tike			duZdop, hokoy			banlagon															hixem		kaken	dok, ul		Cis, kit					buC			koat	konnoN, xay						teC, tol								i
YUGH_RECENT	Yen	YENISEIAN	Yeniseian	Yeniseian,NorthernYeniseian	61.0	90.0	1		yug		u	3tn								Xus, XuS, XusE, Xuse	3n						kE7t, kEt	is		Cip	ok	oks3		op			iol		sur	a7t			Xo7N					hokten	des	olgen		it, itan	ey			batp3l3N, batpul3N	bi7N			toga			dop, dof			dibaNso															i		XoX	ur		C37s					bog, bok			Xod	Xa7y, xei, qei						si				tul3msi				i
ALUTOR	CK	NORTHERN_CHUKOTKO-KAMCHATKAN	Chukotko-Kamchatkan,Northern,Koryak-Alyutor	Chukotko-Kamchatkan,Chukotian	61.0	165.0	25		alr	x3mm3	x3tt3, turi	muri, muruwwi	xutt3	Nanin	mixxa	tinxa	all3, alval7~in	Xopt3ly~7u	amk3ka, N3nv3q	3nnan	Nitaq	n3meN3, n3smas	niwl3	ny~3mq3		Xuyamtawil7~3n	Xuyamtawil7~3n	3nn373n	xalli, p3siqq3	xilN3n	m3m3ll3	utt37ut	q3sikN3t	w3tw3t	tatqup	ilq3lx3n	x3lx3n	t3rx3t3r, kinuNi	mull3mul	X3tX3m	as73n	liwliw	r3nn3lN3n	NuN3n	x3tx3n, xalxatx3n	k3twir, xetx3n	law3t	vilulN3n	l3lalN3n	XiN3tX~3m	r3k3rN3n	wann3lN3n	yil3yil	vax3lN3n	x3tkalN3n	N3ralN3n	kax3sq3lN3n	nanq3n	Xinn3Xin	lulu73lN3n	liNliN	punta	iw7~isi, p3l3kki	oyi, tukki	y3xukki	l3Xukki, xita	valum3, valumtil3	ly~3xi l3N3kki	y3lqat3	viX3, sasp3	t3m3kki	al7~iqat3	tiNaly~7at3	wesit3, waqat3	yat3, kur3	r3ltil3	vaxal3	vissa	y3l3kki	iv3	y3Xilx3n	y3Xilx3n	aNar	mim3l	arNin	k3mX3ww3n	s3xayy3	m3lx3n	y3Nay3n	ipi7ip	milx3n	piNpiN	kanxat3	winn3	Nayy3	n3y3rr3	lilita	n3qrarr3	nilx3	n3v	n3kin3k	n3tx3l, n3k3ka	n3s3q	maly7$er7~3l7~3n	n3tur	n3mal	n3k3vly~uk		n3nn3
CHUKCHEE	CK	NORTHERN_CHUKOTKO-KAMCHATKAN	Chukotko-Kamchatkan,Northern,Chukot	Chukotko-Kamchatkan,Chukotian	65.0	177.0	5100		ckt	x3m	x3t, turi	muri	Notqen, 3nqen	Nanqen	meNin	r7~enut	uyNe	3m3L7~o	n3mk3	3nnen	Nireq	n3mey3N	niwL3	n3pp3Lu		orawetL7~an	orawetL7~an	3nnen	xaLLe	NiLx3n	m3m3L	ott3Lx3n		w3tw3t	kenm3Lx3n	itq3Lx3n	x3Lx3n	tekisx3n	muLL3muL	3tt73m3Lx3n	es73n	LixLix	r3nn3Lx3n	naLx3NoN3n	xaLxarx3n, xaLxar3xr3x	k3rwir	Lew3t	weLoLx3n	L3LaLx3n	yeqaq	y3k3rx3n	r3nn3Lx3n, wann3wan	yiLiL	wax3Lx3n	x3tkaLx3n	N3raLx3n	kax3nm3Lx3n	nanq3n	it3n	LoL7oLx3n	LiNliN	pont3	ikwisi, p3L3	qametwa, ru	yu	xite, L3Lep3	paLomteL3	eLk3l3, L3xy L3N3	y3Lqet3	w7~i	t3m3	kaxtew3L7~at3	riNe, riNemyet3	seyw3	yet3	ar3sx~at3	wak7~o	wetsatwa	p3nr3, y3L3	iw3	y7~iLx3n	y7~iLx3n	aNarL3N3n, eNer	mim3L	iLiL	w3kw3Lx3n	s3xaxL3N3n	nutesq3n	y7~3n	N3Lx3L	y3ny3n	piNpiN	N3Let3	r7~et	Nexn3	n3seL3	n3wtesx3tr3	n3seLLo	niLx3	uw7~eL3, nuw	n3kirit	n3tx3L	n3qiww7~e, n3s3q	y3r7~el7~3n	n3tur	n3meL	koxLok3, waL7~3n		n3nn3
KORYAK	CK	NORTHERN_CHUKOTKO-KAMCHATKAN	Chukotko-Kamchatkan,Northern,Koryak-Alyutor	Chukotko-Kamchatkan,Chukotian	61.0	167.0	1670		kpy	x3mmo	x3CCi, tuyi	muyi, muyu	wot3nno, woto	Nan3no	meki	yinn3	uyNe, atvaka	3m3N	Nenv3q	3nnen	N3CCeq	nemey3N	niwl3	n3pply~u		XuyemtewilX~3n	XuyemtewilX~3n	3nn373n	p3Ciq	werowka	m3m3l	utt37ut	utt3kmiN3n	w3tw3t	tatqup	ilq3lx3n	x3lx3n	kinuNi	mull3mul	X3tX3m	aCX3n, m3tqil	liwliw	y3nn3lN3n	NoN3n	tiltilx3Cx3n	k3Cwiy	lew3t, k3Cwiy	velolN3n	l3lalN3n	XiN3tX~3m	y3kiN3n	wann3lN3n	yil3yil	vax3lN3n	x3tkalN3n	N3yalN3n	m3nx3lN3n	nanq3n	Xinn3Xin	loloX3lN3n	liNliN	pont3	p3l3, iwwiCi	ewyi, yukk3	y3xu, yelu	ly~3ly~ap3, xite	palomtel3	y3xulet3, lixi l3N3	y3lqet3	viX3, maklat3	t3m3	alX~iqat3, iwX~at3	yiNelyXat3l	weyCit3, leyv3	qoy3N t3le, yet3	y3ltel3	vaxal3, vaxal3tva	vella	y3l3	wany~avat3, iv3	y3Xilx3n	y3Xilx3n	ly~3ly~ap3Cw~3n	mim3l	muqemuq	w3ww3lN3n, w3ww3n	mely~Cixay	ny~uCelq3n	y373n	ipip, N3lN3l	milx3n	milx3piNpiN	N3ly~3lyX$at3	win3, y3Xet	t3npu, yaNyaNay	n3CeCC3	nutelx3ya	nutelx3ya	nilx3	luw	n3kin3k	n3tx3l, n3lv3	n3qey3lx3, n3C3q	xemely~3CX~elin, xam3Ny3len	n3tuy	n3mel	kumX~uk3N it3lX~3n		n3nn3
N_ITELMEN	CK	SOUTHERN_CHUKOTKO-KAMCHATKAN	Chukotko-Kamchatkan,Southern	Chukotko-Kamchatkan	57.5	158.0	80		itl	kma	kza, tuzan	muzan	tin, tinu	XaNen	"k""e"	3Nqa	ny~etu	miL, quneNen	nixniL, niyniL	qny~iN	kasX	p	iw	uly~uly~aX		"C""amzanLX"	"C""amzanLX"	n3nC	uny~3ny~aCX	konat, liL	"m3lm3l, waC""ik"""	u7	semeCX	plapl	tneqol, tnaqol	ilal	k3lxLx	tXaltXal	mL3m	ktXam	XamLX	ly~eweCX	n3t3N	NosX	CeLxCeLx, siseCX	"k""3mk""3m"	"k3mtqol, k""3mtqol"	elwaleN	ly~aNoCX	qekaN	q3sX	k3pk3p	l3Cel	"k""uxk""ux"	tXaN	zez3N	"xk""eC"	qely~tq	xet3N	ly~uly~uCX	lN3lNuC	pontapon	il, wel	nu	3mpalaL, l3lpL	ely~Cku, ely~Ckus	ilpses	Xaq iLes, Xaq til	y3lqe, LX~e	isx	Lem3s	wi, t3lzo	seN	Lale	"k""oL"	3lC	Lawol, La	tX~zu	ziles	k3rwely~at, la	yalN3n	yalN3n	NezeCX	i7	CupCup	kox	pesok	s3mt	muqmuq	"t""it""3m"	x3mLX	piNpiN, pimpim	lu, kara	tXas	NeyeN, Cellan	"C""aC""a, aC""a"	p, p3Lx3	pL	atx	ktwe	kLxiNle, kLiNle	xka	l3q		nowoy	teN	krugloy		"XelaN, ot""sonom"
S_ITELMEN	CK	SOUTHERN_CHUKOTKO-KAMCHATKAN	Chukotko-Kamchatkan,Southern	Chukotko-Kamchatkan	56.5	157.0	80		itl	k3ma	k3za, tuza	muza	tin, tinu	tin, tinu	"k""e"	3Nqa	qam Lkaq	miL	ptos, esCaq	qny~iN	kasX	p, Xopt	iw	uly~uly~aX		"C""amzanLX"	"C""amzanLX"	3ny~C		p3sXt	m3lm3l	u7		p3lap3l	pNilpNil	ilal	kilwiLX, xinsx	tXaltXal	mLim	ktXam	"XamLX, qalk"""	ly~eweCX, luwilx	3nteN	Nosx	CeLxCeLx	"k""imk""im"	ktx3N, Caqol	elwal3N	loN	qNas3N	q3sX	k3pk3p	LC3l, kLC3l	"k""upk""up"	qtXaN	sezeN	"xk""iC"	qeLtq, qeltq	xeyt~eN	payarter	ly~inC	pontapont	wel	no, tX~ales	lelpLes, p3l	3lCko, 3lC	elps, ilps	Xiq eLes	NekL	esx, eza	Lem3s, Lme	pw~at, pe	seN	Lale, eL	"k""oL"	eLC	Lawul	teke	z3les	la, k3rweLxet			NezeCX	i7	CupCup	"wapk""ol, waC"	tosx	s3mt, ktx3m	yayaN, Nisal	"t""it""3m"	x3mLx	piNpiN	lo	qtXos	NeNe	"C""aC""a"	pL		atx	ktwe	kLpiNle	xka	lq	ktXnu7in		teN, me			XelaN
PROTO_CHUKOTKO_KAMCHATKAN	CK	CK			56.5	160.0	0			k3m	k38	mur, muri								qun	ni8aq							3nn3		q3tX3, q3tX3n	m3lm3l, m3m3l	ut, utt3		w3tw3t			k3lx3		mull3, mull3mul	q3tX3m			r3tn3					vilu	l3la	qiN, qiNqiN		r3tn3	yil3, yil3yil			N3ralN3n	kax, kax3			loloX, loloX3						l3Xu									p3kir								aNar	mim3l, im3l		x3v, x3vx3v					milx3, milx3mil			r3Xet							n3ki, n3kin3k								
AINU_ASAHIKAWA	Ain	AINU	Languageisolate_ain	Ainu	43.77	142.37	10		ain	ku7ani	e7ani	anokay								sinep	tup						aynu	cep		seta	urki	ni		ham			kap		kem	pone			kiraw					kisar	sik	etu		nimak	parunpe			koka	tek			penram		ra	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_BIHORO	Ain	AINU	Languageisolate_ain	Ainu	43.82	144.1	10		ain	ku7ani	e7ani	anutari								sinep	tup						aynu	cep		sita	urki	ni		ham			rus		kem	pone			kiraw					kisar	sik	etu		imak	parunpe			koka	paratek			rerar		ra	ku			nukar	nu			ray					ek						cup		rikop	waka		suma					ape			ru	nupuri						kune			sik	asir				re
AINU_HIRATORI	Ain	AINU	Languageisolate_ain	Ainu	42.58	142.13	10		ain	kani	e7ani	a7oka								sinep	tup						aynu	cep		seta	urki	ni, cikuni		ham			kap		kem	pone			kiraw					kisar	sik	etu		nimak	parunpe			kokasapa	paratek			penram		huype	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_HOROBETSU	Ain	AINU	Languageisolate_ain	Ainu	42.42	141.1	10		ain	ku7ani	e7ani	a7okay								sinep	tup						aynu	cep, ci7ep		seta	urki	cikuni, ni		ham			kap		kem	pone			kiraw					kisar	sik	etu		nimak	parunpe			kokasapa	paratek			penram		kinop	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_KUSHIRO	Ain	AINU	Languageisolate_ain	Ainu	42.98	144.38	10		ain	ku7ani	e7ani	ci7utari								sinep	tup						aynu	cep		sita	urki	ni		ham			kap		kem	pone			kiraw					kisar	sik	etu		imak	parunpe			koka	tek			penram		ra	ku			nukar	nu			ray					ek						cup		nocuy	waka		suma					ape			ru	nupuri						kune			sik	asir				re
AINU_MAOKA	Ain	AINU	Languageisolate_ain	Ainu	47.05	142.05	10		ain	anokay, co7okay	e7ani	anokay								sineh	tuh						aynu	ceh		seta	uriki, rasi	ni		yam			rus, kah		kem	poni			kiraw					kisara	sik	etupuy		imah	aw			kuysapa	teh			ram		uraka	ku			nukara	nu			ray					eh						cuh		keta	wahka		suma					unci			ru	nupuri						kune			siteno	asiri				re
AINU_NAIRO	Ain	AINU	Languageisolate_ain	Ainu	45.39	141.06	10		ain	anokay, cokay	e7ani	anokay utara								sinep	tup						aynu	cep		seta	tasi	ni		yam			tus, kap		kem	poni			kiraw					kisara	sik	etupuy		imak	aw			kumsisapa	tek			ranka		teput	ku			nukara	nu			tay					ek						cup		nociw	waka		suma					unci			tu	nupuru						kune			esikane	asiri				te
AINU_NAYORO	Ain	AINU	Languageisolate_ain	Ainu	44.35	142.46	10		ain	ku7ani	e7ani	anokay								sinep	tup						aynu	cep		seta	urki	ni		ham			kap		kem	pone			kiraw					kisar	sik	etu		nimak	aw, parunpe			koka	tek			rerar		ra	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_NIIKAPPU	Ain	AINU	Languageisolate_ain	Ainu	42.37	142.32	10		ain	ku7ani	e7ani	ci7oka								sinep	tup						aynu	cep		seta	urki	cikuni		ham			kap		kem	pone			kiraw					kisar	sik	etu		mimak	parunpe			kokasapa	paratek			penram		huype	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sik	asir				re
AINU_NUKKIBETSU	Ain	AINU	Languageisolate_ain	Ainu	42.66	142.27	10		ain	kani	e7ani	coka								sinep	tup						aynu	cep		seta	urki	cikuni		ham			kap		kem	pone			kiraw					kisar	sik	etu		mimak	parunpe			kokasapa	paratek			penram		huype	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikteno	asir				re
AINU_OBIHIRO	Ain	AINU	Languageisolate_ain	Ainu	42.92	143.2	10		ain	ku7ani	e7ani	anutari								sinep	tup						aynu	cep		sita	urki	ni		ham			kap		kem	pone			kiraw					kisar	sik	etu		imak	parunpe			kokapake	paratek			penram		ra	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_OCHIHO	Ain	AINU	Languageisolate_ain	Ainu	46.92	143.09	10		ain	anokay	e7ani	anokay utara								sineh	tuh						aynu	ci7ep		seta	rasi, uriki	ni		yam			kah		kem	poni			kiraw					kisara	sis	etupuy		imah	aw			kuysapa	teh			ram		huy	ku			nukara	nu			ray					eh						tonocuh		keta	wahka		suma					unci			ru	nupuri						kune			sisteno	asiri				re
AINU_OSHAMAMBE	Ain	AINU	Languageisolate_ain	Ainu	42.51	140.37	10		ain	ku7ani	e7ani	ku7ani utar								sinep	tup						aynu	ci7ep		seta	urki	cikuni		ham			kap		kem	pone			kiraw					kisar	sik	etu		nimak	parunpe			kokasapa	tek			penram		kune huype	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_RAICHISHKA	Ain	AINU	Languageisolate_ain	Ainu	49.07	142.03	10		ain	ku7ani, anoka	e7ani	anokayahcin, co7okayahcin								sineh	tuh						aynu	ceh		seta	rasi	ni		yam			kah		kem	poni			kiraw					kisaru	sis	etupuy		imah	aw			kuysapa	parakita			reraru		uraka	ku			nukara	nu			ray					eh						tonocuh		keta	wahka		suma					unci			ru	nupuru						ukuran, kune			esisteh	asiri				re
AINU_SAMANI	Ain	AINU	Languageisolate_ain	Ainu	42.13	142.93	10		ain	ku7ani	e7ani	ci7okay								sinep	cup						aynu	cep		sita	urki	ni		ham			kap		kem	pone			kiraw					kisar	sik	ecu		imak	parunpe			kokapake	tek			penram		ra	ku			nukar	nu			ray					ek						peker cupkamuy		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
AINU_SARU	Ain	AINU	Languageisolate_ain	Ainu	42.5	142.01	10		ain	kuani	eani	ecioka								sine	tu						ainu	cep		sita		cikuni		ham			kamkasike		kem	pone			kirau					kisar	sik	etu		mimak	parunpe				tek			rerar		huipe	ku			nukar	nu			isam					ek						to		nociw	waka		suma					ape			cikusru	nupuri						ancikar			sik	asir				re
AINU_SHIRAURA	Ain	AINU	Languageisolate_ain	Ainu	47.85	142.52	10		ain	ku7ani, co7okay	e7ani	anokay								sineh	tuh						aynu	ceh		seta	rasi	ni		yam			rus		kem	poni			kiraw					kisara	sis	etupuy		imah	aw			kuysapa	parakita			ram		uraka	ku			nukara	nu			ray					eh						tonocuh		keta	wahka		suma					unci			ru	nupuri						kune			esisteh	asiri				re
AINU_SOYA	Ain	AINU	Languageisolate_ain	Ainu	45.52	141.94	10		ain	cokay	e7ani	cokay utari, anokay utari								sinep	tup						aynu	cep		seta	urki	ni, cikuni		ham			kap		kem	pone			kiraw					kisar	sik	etu		imak	aw			kokasapa	paratek			rerar		ra	ku			nukar	nu			ray					ek						sirpeker cupkamuy		keta	waka		suma					ape, unci			ru	nupuri						kune			sik	asir				re
AINU_TARANTOMARI	Ain	AINU	Languageisolate_ain	Ainu	46.86	141.97	10		ain	anoka	e7ani	anoka uta								sinep	tup						aynu	cep		seta	uriki	ni		yam			rus, kap		kem	poni			kiraw					kisaru	sik	etupuy		imak	aw			kuysapa	tek			ram, reraru		uraka	ku			nukara	nu			ray					ek						tono tonpi		keta	waka		suma					unci			ru	nupuri						kune			siteno	asiri				re
AINU_YAKUMO	Ain	AINU	Languageisolate_ain	Ainu	42.25	140.27	10		ain	ku7ani	e7ani	a7okay								sinep	tup						aynu	ci7ep		seta	urki	ni, cikuni		ham			kap		kem	pone			kiraw					kisar	sik	etu		mimak	parunpe			kokasapa	paratek			penram		kune ra	ku			nukar	nu			ray					ek						cup		nociw	waka		suma					ape			ru	nupuri						kune			sikno	asir				re
KURIL_AINU	Ain	AINU	Languageisolate_ain	Ainu	50.73	156.31	10		ain	ku		Cokai								Sine							aino	Cep		seta		ni		yam			ruS		kem	poni			kirau					satapa	Sik	etu		imak	au				tek			ram			ku			inkari				rai											Cup		keta	pe		poina					ape			ru	Sitokoi						Sirkurka				aSir				
PROTO_AINU	Ain	AINU			42.9	143.0	0			ku, an	E									sinE, tu							aynu, kur	tiqEp		gita	ki			hra					kEm	kEqu, ponE								kisar	sik, nu	Etu		imak, ni	agu				askE, mon			to		ra	ku			nukar	nu			day					Eg, sa								kEta, notiqu	hdaka, pE		poqina, sirar					apE, unti			tru							an				asir				dE
SAKHALIN_AINU	Ain	AINU	Languageisolate_ain	Ainu	48.02	142.37	10		ain	ku	e7ani									Sinex, Sine	tux						anu	Cex		seta		ni		yam			kax		kem	poni			kirau					kisara, nituka	six	enkoro, etu		imaki	au			koka	tex			reran, ram		uraka	ku			nukara	nu			ray					ariki						Cux		keta	waka		suma					unC~i			ru	nupuri						ukuran			esix	aSiri				re
AKAJIMA_OKINAWAN	Jap	JAPANESE	Japonic,Ryukyuan,Amami-Okinawan,SouthernAmami-Okinawan	Japonic,Ryukyuan,NorthernRyukyuan,Okinawa	26.2	127.28	984000		ryu	waN	ya	wata								tiCi	taCi						%niNZiN	iyu		iN	SiraN	ke, ki		ha			ka		Ci	puni			cunu, Cini					mimi	me	hana		ha	Siba			cuNSi	te			ni, Ci		kimu, Cimu	numuN			miN	kiCuN			SinuN					CoN						tira		puSi	miZi		iSi					Si			miCi	yama						yuru			miCakai	misaN				na, noZi
AZA_IRABU_MIYAKO	Jap	JAPANESE	Japonic,Ryukyuan,Sakishima	Japonic,Ryukyuan,SouthernRyukyu	24.81	125.19	0		mvi	am	banti	yam								ps~3tic3	futac3						%ningin	3zu		in	sam	ki		pa			ka		ahac3	puni			c3nu					mim	mi	pana		pa	s3ta			c3gus3	ti			miuc3		c3mu	num			mil	c3fu			s3n											tida		pus3	mic3		is3					umac3			mc3	yama						yulnal			yamas3sa	aramunu				na
EI_JAPANESE	Jap	JAPANESE	Japonic	Japonic,Japanesic,Japan-TaiwanJapanese	31.23	130.5	128149960		jpn																		hito	yuwo		iN	SitaN	ki		ha			hada		Ci	ho5e			Cuno					miN	me	hana		ha	Sita			Cumb~uSi	Ce			mu5e		kimo																			hidoN																												
FUKUSATO_MIYAKO	Jap	JAPANESE	Japonic,Ryukyuan,Sakishima	Japonic,Ryukyuan,SouthernRyukyu	24.73	125.4	0		mvi	ban	va	banta								pitic3	futac3						ps~3tu, %ningin	3zu		in	s3sam	ki		pa			ka		akac3	puni			c3mu					mim	mi	pana		pa	s3da			c3gus3	ti			migu, mivc3		ks~3mu	num			mi	ks~3ks~3			s3m					ks~3s3						tida		p3ka3	mic3		is3					umac3			mc3	yama						yunai			upasa	mi3mi3				na
HATERUMA_YAEYAMA	Jap	JAPANESE	Japonic,Ryukyuan,Sakishima	Japonic,Ryukyuan,SouthernRyukyu,Macro-Yaeyama	24.07	123.78	0		rys	banu	da	baima								p3tuCi	futac3						p3tu	yu		inu	saN	ki		pa			p3sa		c3	puni			Sino					misikurumiN	miN	ph~ana		pan	s3ta			panuyuN	s3			c3			numuN			miruN	s3kuN, sukuN			s3nuN					kuN						Sina		puc3, pucu	mic3		isi					p3			misuna	yama						yuru			%mansiN	memunu				naN
HIGA_OKINAWAN	Jap	JAPANESE	Japonic,Ryukyuan,Amami-Okinawan,SouthernAmami-Okinawan	Japonic,Ryukyuan,NorthernRyukyuan,Okinawa	26.33	126.81	984000		ryu	waN	ya	wata								tiCi	taCi						%niNZiN	iyu		iN	Sirami	ki		ha			hara		Ci	puni			kunu					mimi	mi	hana		ha	suba			CiNSi	ti			ni, Cibukw~a		Cimu	numiN			miN	CicuN			maisuN					cuN						tira		puSi	miZi		iSi					Si			miCi	yama						yuru			jimb~ai	mihaN				na
IZENA_KUNIGAMI	Jap	JAPANESE	Japonic,Ryukyuan,Amami-Okinawan,SouthernAmami-Okinawan	Japonic,Ryukyuan,NorthernRyukyuan,Okinawa	26.93	127.94	5000		xug	waN	7y~a	wata								tiCi	taCi						%ninj~iN	iyu		iN	sami	ki		pa			dunuka		Ci	puni			CiN					minupa	mi	pana		pa	siCa			CinSi	ti			niguCi		Cimu	nunuN			nuN	CiCuN			masuN					CuN						tida		puSi	miZi		iSi					maCi			miCi	yama						yuru			SiCoN	miya				na
JAPANESE_2	Jap	JAPANESE	Japonic	Japonic,Japanesic,Japan-TaiwanJapanese	37.0	140.0	128149960		jpn	%boku, ore	anata, kimi, omae	bokura, oretCi, wareware, wataSitaCi								hitocu, %iCi	futacu, %ni						hito, %ningen	sakana		inu	atamajirami	ki		ha			%hifu, kawa		Ci	hone			cuno					%jida	me	hana		ha	Sita			hiza	te			CiCi, oppai		%kanzo, kimo	nomu			mieru, miru	kikoeru, kiku			%Sibo, Sinu					kuru						hi, %taiyo		hoSi	mizu		iSu, iwa					hi			miCi, %roji	oka, yama						yoru			%ippai, miCiru	ataraSi				namae
JAPANESE_KYOTO	Jap	JAPANESE	Japonic	Japonic,Japanesic,Japan-TaiwanJapanese	35.0	135.8	128149960		jpn	wate	ant~ara	watera								hitocu	hutacu						hito	sakana		inu	osirami	ki		ha			kawa		Ci	hone			cuno					mimi	me	hana		ha	sita			hiza	te			mune		kimo	nomu			miru	kiku			sinu					kuru						ohisan		hosi	mizu		isi					hi			miCi	yama						yoru			oXippai	sara				na
JAPANESE	Jap	JAPANESE	Japonic	Japonic,Japanesic,Japan-TaiwanJapanese	37.0	140.0	128149960		jpn	wataSi	anata	wareware	kono	sono, ano	tare	nan no	de nai, Si nai	subete, mina	tasu	hitocu	futacu	okina, erai	nagai	Cisai	onna	hito, otoko	hito, jintai	uo	tori	inu		ki	tane	kono ha	ne	kigawa	kawa, %hifu	niku	Ci	hone	juSi	tamago	cuno	o, Sippo	yumo	ke, tohacu	atama, zuno	mimi	me	hana	kuCi	ha	Sita	cume	aSi	hiza	te		kubi	mune	Sinzo, kokoro		nomu, su	tabe	kamu	mi, menkai su	kiku	Si	nemu	Sinu, kare	korosu, karasu	oyogu	tobu	aruku	ku, yuku	wokotawa	suwa	tacu	atae, make	yu	%taiyo	cuki	hoSi	mizu	ame, kou	iSi, koiSi sekizai	suna	Cikyu, cuCi	kumo	kemuri, kicuen	hi	hai	moe, wake	komiCi, hodo	yama	akairo no	midori, aoao Sita	kiro	Siroi	kuroi	yo	acui	samui, cumetai	miCita, %ippai de	ataraSi, Sinsen	yoi	marui	kawaita	na, seimei
KABIRA_YAEYAMA	Jap	JAPANESE	Japonic,Ryukyuan,Sakishima	Japonic,Ryukyuan,SouthernRyukyu,Macro-Yaeyama	24.46	124.14	0		rys	banu	uwa	band~a								pitis3	putac3						p3tu	iz3		in	s3saN	ki		pa			pada		c3	puni			c3nu					miN	mi	pana		pa	s3ta			c3bus3	ti			ni, c3		k3mu	numi				s3ku			s3n, maras3					k3, k3N						tida		pus3	mic3		his3					p3			mic3	yama						yuru			nC~i	m3sa, n3sa				na
