word;etymology
*bEŋiŕ;"[(u'Old Turkic:', u'be\u014biz (Orkh.), me\u014biz (OUygh.) 1'), (u'Karakhanid:', [u'me\u014biz 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'beniz 1, benze- 2'), (u'Middle Turkic:', [u'be\u014biz, me\u014biz 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u""m\xe4\u014biz 'cheek'""), (u'Azerbaidzhan:', u'b\xe4niz 1, b\xe4nz\xe4- 2'), (u'Turkmen:', u'me\u014biz 1, me\u014bze- 2'), (u'Khakassian:', [u'm\u012bs 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u' - Abak.)']), (u'Oyrat:', u'm\u0113s 3'), (u'Tuva:', u'm\u0113s 3'), (u'Tofalar:', u'm\u0113\u0303s 3'), (u'Kazakh:', u""me\u014bze- 'to consider useful'""), (u'Gagauz:', u'beniz 1, benze- 2'), (u'Karaim:', u'be\u014bz 1, be\u014bze- 2'), (u'Karakalpak:', u'megze- 2')]"
*bEr-;[(u'Old Turkic:', u'ber-din 1 (Orkh., OUygh.), beri-je 2, ber-g\xe4r\xfc 2 (Orkh.)')]
*bẹr;"[(u'Karakhanid:', u""ber-t\xfc 'a tunic', bert\xfc-le-n- 'to wear a tunic'""), (u'Chuvash:', u'pir 2')]"
*ber;"[(u'Turkmen:', u'ber\u010d'), (u'Khakassian:', u'mir'), (u'Chuvash:', u'par'), (u'Yakut:', u'bert / berge'), (u'Kazakh:', [u""beri\u0161ek 'thick pus' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')'])]"
*bẹŕ-;"[(u'Old Turkic:', u'bez- (Orkh.)'), (u'Karakhanid:', [u'bez- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bez-'), (u'Tatar:', u'biz-'), (u'Middle Turkic:', [u'bez- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=252"" target=""_blank"">Qutb</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=165"" target=""_blank"">CCum</a>, u'.)']), (u'Uzbek:', u'bez-'), (u'Uighur:', u'b\xe4z-'), (u'Azerbaidzhan:', u'bez-, bezik-'), (u'Turkmen:', u'bezik-'), (u'Yakut:', u'bisk\u012b-'), (u'Kirghiz:', u'bez-'), (u'Kazakh:', u'bez-'), (u'Noghai:', u'bez-'), (u'Bashkir:', u'bi\u03b4-'), (u'Balkar:', u'bez-'), (u'Karaim:', u'bez-'), (u'Karakalpak:', u'bez-'), (u'Kumyk:', u'bez-')]"
*berk;"[(u'Old Turkic:', u'berk (OUygh.)'), (u'Karakhanid:', [u'berk (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'berk'), (u'Middle Turkic:', [u'berk (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Sary-Yughur:', u'perik'), (u'Azerbaidzhan:', u'b\xe4rk'), (u'Turkmen:', u'berk'), (u'Chuvash:', u'parga'), (u'Yakut:', u'bert'), (u'Dolgan:', u'bert'), (u'Kazakh:', u'beri\u0306k'), (u'Bashkir:', u'biri\u0306k')]"
*bert-;"[(u'Old Turkic:', u'bert- (OUygh.)'), (u'Karakhanid:', [u'bert- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bert-'), (u'Tatar:', u'birt-'), (u'Middle Turkic:', [u""bertik 'bone' (in the context: bone fracture) ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Azerbaidzhan:', u'p\xe4rt-'), (u'Turkmen:', u'berti-'), (u'Khakassian:', u""pirt\u01ddk 'mutilation'""), (u'Shor:', u'peret-'), (u'Oyrat:', u'bert-in- (refl.)'), (u'Halaj:', u""p\xe4rt-l\xe4- `to throw'""), (u'Chuvash:', [<i>part</i>, u"" '(imit.) crackling'""]), (u'Tuva:', u""bertik 'mutilation'""), (u'Kirghiz:', u""bertik 'contortion', bertin- = mertin- (refl.)""), (u'Kazakh:', u""mertik 'contortion'""), (u'Noghai:', u""mertik 'contortion'""), (u'Bashkir:', u'birt-'), (u'Gagauz:', u'bert-'), (u'Karakalpak:', u'mert-')]"
*bes;[(u'Turkish:', u'dial. besim, pese\u0263\xfc, pesen'), (u'Tatar:', u'b\u025bs'), (u'Chuvash:', u'pas'), (u'Bashkir:', u'b\xe4\u0275')]
*bĕt;"[(u'Old Turkic:', [<i>bet</i>, u' 1 (OUygh.)']), (u'Turkish:', u""bet-beniz 'face colour'""), (u'Tatar:', u'bit 1, 2'), (u'Middle Turkic:', [<i>bet</i>, u' 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', [<i>bet</i>, u' 1, 2']), (u'Uighur:', u'b\xe4t 1, 2'), (u'Azerbaidzhan:', u""b\xe4t-b\xe4niz 'face colour'""), (u'Oyrat:', [<i>bet</i>, u' 1']), (u'Chuvash:', [<i>pat-</i>, u' 2 ', <i>(pit</i>, u' 1 < Tat.)']), (u'Yakut:', [<i>bet-</i>, u' 2']), (u'Tuva:', u'beti 2'), (u'Tofalar:', u""be't 2""), (u'Kirghiz:', [<i>bet</i>, u' 1, 2']), (u'Kazakh:', [<i>bet</i>, u' 1, 2']), (u'Noghai:', [<i>bet</i>, u' 1, 2']), (u'Bashkir:', [<i>bit</i>, u' 1, 2']), (u'Balkar:', [<i>bet</i>, u' 1, 2']), (u'Karaim:', [<i>bet</i>, u' 1']), (u'Karakalpak:', [<i>bet</i>, u' 1, 2']), (u'Kumyk:', [<i>bet</i>, u' 1, 2'])]"
*bẹ̄ken-;"[(u'Karakhanid:', u'biken- 1'), (u'Turkish:', u'be\u0263en- 1'), (u'Azerbaidzhan:', u'b\xe4j\xe4n- 1'), (u'Turkmen:', u'begen- 1'), (u'Chuvash:', u'pigen- 2'), (u'Kirghiz:', u""bek\u01d6 'big joy, feast'"")]"
*bẹ̄l(k);"[(u'Old Turkic:', u'be\u0323l (Yen., OUygh.) 1, 2'), (u'Karakhanid:', [u'be\u0323l (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u') 1']), (u'Turkish:', u'bel 1, 2, 3'), (u'Tatar:', u'bil 1, 2'), (u'Middle Turkic:', [u'be\u0323l 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'bel 1, 2'), (u'Uighur:', u'b\xe4l 1'), (u'Sary-Yughur:', u'pel\u0301 1, 2'), (u'Azerbaidzhan:', u'bel 3; 1'), (u'Turkmen:', u'b\u012bl 1'), (u'Khakassian:', u'pil 3; 1, 2'), (u'Oyrat:', u'bel 3; 1, 2'), (u'Halaj:', u'b\u012bel 1'), (u'Chuvash:', u'pil\u01ddk 1, 2, 3'), (u'Yakut:', u'b\u012bl 1'), (u'Tuva:', u'bel 1, 2'), (u'Tofalar:', u'bel 1'), (u'Kirghiz:', u'bel 1, 2'), (u'Kazakh:', u'bel 1, 2, 3'), (u'Noghai:', u'bel 1, 2'), (u'Bashkir:', u'bil 1, 2'), (u'Balkar:', u'bel 1'), (u'Gagauz:', u'bel 1'), (u'Karaim:', u'bel 1, 2'), (u'Karakalpak:', u'bel 1, 2, 3'), (u'Salar:', u'bil 1'), (u'Kumyk:', u'bel 1')]"
*bēr-;"[(u'Old Turkic:', u'ber- (Orkh., OUygh.)'), (u'Karakhanid:', [u'ber- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'ver-'), (u'Tatar:', u'bir-'), (u'Middle Turkic:', [u'ber- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'ber-'), (u'Uighur:', u'b\xe4r-'), (u'Sary-Yughur:', u'per-'), (u'Azerbaidzhan:', u'ver-'), (u'Turkmen:', u'ber-'), (u'Khakassian:', u'pir-'), (u'Shor:', u'per-'), (u'Oyrat:', u'ber-'), (u'Halaj:', u'ver- (< Az.)'), (u'Chuvash:', u'par-'), (u'Yakut:', u'bier-'), (u'Dolgan:', u'bier-'), (u'Tuva:', u'ber-'), (u'Tofalar:', u'ber-'), (u'Kirghiz:', u'ber-'), (u'Kazakh:', u'ber-'), (u'Noghai:', u'ber-'), (u'Bashkir:', u'bir-'), (u'Balkar:', u'ber-'), (u'Gagauz:', u'ver-'), (u'Karaim:', u'ver-'), (u'Karakalpak:', u'ber-'), (u'Salar:', u'be(r)-,ve(r)-, v\u0113(r)-'), (u'Kumyk:', u'ber-')]"
*biagɨr;"[(u'Old Turkic:', u'ba\u0263\u0268r (OUygh.)'), (u'Karakhanid:', [u'ba\u0263\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u""ba\u0263\u0268r 'breast, bosom'""), (u'Tatar:', u'baw\u0268r'), (u'Middle Turkic:', [u'ba\u0263\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uighur:', u'be\u0263ir'), (u'Sary-Yughur:', u'ba\u0263\u0268r'), (u'Azerbaidzhan:', u'ba\u0263\u0268r'), (u'Turkmen:', u'baG\u0268r'), (u'Khakassian:', u'p\u0101r'), (u'Chuvash:', u'p\u01dd\u02b7ver'), (u'Yakut:', u'b\u0268ar'), (u'Dolgan:', u""b\u0268ar 'belly; liver'""), (u'Tuva:', u'b\u0101r'), (u'Tofalar:', u'b\u0101r'), (u'Kirghiz:', u'b\u014dr'), (u'Kazakh:', u'baw\u0268r'), (u'Noghai:', u'baw\u0268r'), (u'Bashkir:', u'baw\u0268r'), (u'Balkar:', u'bawur'), (u'Karaim:', u'ba\u0263\u0268r'), (u'Karakalpak:', u'baw\u0268r'), (u'Salar:', u'ba\u0263\u0268r')]"
*b(i)ăk;"[(u'Oyrat:', u'ba\u0263aj'), (u'Yakut:', u""ba\u0263aj\u0268 'fool, monster'""), (u'Tuva:', u""ba'q""), (u'Tofalar:', u""ba'q"")]"
*bialɨk;"[(u'Old Turkic:', u'bal\u0268q (Orkh., OUygh.)'), (u'Karakhanid:', [u'bal\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Middle Turkic:', [u'bal\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Sary-Yughur:', u'bal\u0268q, paluq'), (u'Halaj:', u""baluq '\u0434\u0435\u0440\u0435\u0432\u043d\u044f'""), (u'Chuvash:', u'p\xfcler')]"
*b(i)altɨr;"[(u'Old Turkic:', u'balt\u0268r (OUygh.)'), (u'Karakhanid:', [u'bald\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bald\u0268r'), (u'Tatar:', u'balt\u0268r'), (u'Middle Turkic:', [u'bald\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u'), balt\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'b\u0254ldir'), (u'Azerbaidzhan:', u'bald\u0268r'), (u'Turkmen:', u'bald\u0268r'), (u'Khakassian:', u'palt\u0268r'), (u'Shor:', u'palt\u0268r'), (u'Oyrat:', u'balt\u0268r'), (u'Yakut:', u'ball\u0268r'), (u'Tuva:', u""ba'ld\u0268r""), (u'Tofalar:', u'bald\u0268r'), (u'Kirghiz:', u'balt\u0268r'), (u'Kazakh:', u'balt\u0268r'), (u'Noghai:', u'balt\u0268r'), (u'Bashkir:', u'balt\u0268r'), (u'Balkar:', u'balt\u0268r, bald\u0268r'), (u'Gagauz:', u'bald\u0268r'), (u'Karaim:', u'bald\u0268r'), (u'Karakalpak:', u'balt\u0268r'), (u'Kumyk:', u'bald\u0268r')]"
*b(i)ar-k;"[(u'Old Turkic:', u'barq 1, 2 (Orkh., OUygh.)'), (u'Karakhanid:', [u'barq 1, 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', [<i>bark</i>, u' 2']), (u'Middle Turkic:', [u'barq 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'barq 1'), (u'Azerbaidzhan:', u""bar\u0268 'fence'""), (u'Kumyk:', u""baru 'fence'"")]"
*biarŋak;"[(u'Karakhanid:', [u'barmaq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=193"" target=""_blank"">Tefs.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'parmak, dial. barnak'), (u'Tatar:', u'barmaq, dial. barnaq'), (u'Middle Turkic:', [u'barmaq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'barm\u0254q'), (u'Uighur:', u'barmaq'), (u'Azerbaidzhan:', u'barmaG'), (u'Turkmen:', u'barmaq'), (u'Halaj:', u'barmaq'), (u'Chuvash:', u'p\xfcrne'), (u'Kirghiz:', u'barmaq'), (u'Kazakh:', u'barmaq'), (u'Noghai:', u'barmaq'), (u'Bashkir:', u'barmaq, (Pallas) parnaq'), (u'Balkar:', u'barmaq'), (u'Gagauz:', u'parmaq'), (u'Karaim:', u'barmaq'), (u'Karakalpak:', u'barmaq'), (u'Salar:', u'parmax'), (u'Kumyk:', u'barmaq')]"
*b(i)at;[(u'Old Turkic:', [<i>bat</i>, u' (Orkh., OUygh.)']), (u'Tuva:', u'pat')]
*b(i)ā-;"[(u'Old Turkic:', u""ba- 1, 2, ba-\u0263 3, 4, 'confederation' (Orkh., OUygh.)""), (u'Karakhanid:', [u'ba- 1, 2, ba-\u0263 3, 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=270"" target=""_blank"">At.</a>, u')']), (u'Turkish:', u'ba-\u0263 3, 4, ba-\u0263-la- 1,2'), (u'Tatar:', u'baw 3, 4, b\u025bj 4'), (u'Middle Turkic:', u'ba\u0263 4'), (u'Uzbek:', u'b\u0254\u0263 3, 4'), (u'Uighur:', u'ba\u0263 3, 4'), (u'Sary-Yughur:', u'pa\u0263 4'), (u'Azerbaidzhan:', u'ba\u0263 3, 4'), (u'Turkmen:', u'b\u0101G 4'), (u'Khakassian:', u'(dial.) pa\u0263 (Kyz.) 4'), (u'Shor:', [u'pa\u0263 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u') 4']), (u'Oyrat:', [<i>b\u016b</i>, u' 4']), (u'Halaj:', u'v\u0101- 1, ba\u0263 4 (ba\u0263 m.b. < Ogh.)'), (u'Chuvash:', u'p\u044ajav 4'), (u'Yakut:', u'b\u0101-j- 1, 2, b\u0268a 4'), (u'Dolgan:', u'b\u0101-j- 1, b\u0268a 4'), (u'Tuva:', u'ba\u0263-la- 1'), (u'Tofalar:', u'Ba\u0263 4'), (u'Kirghiz:', u'b\u014d 3, 4'), (u'Kazakh:', u'baw 3, 4'), (u'Noghai:', u'baw 4'), (u'Bashkir:', u'baw 4, b\xe4j 4'), (u'Balkar:', u'baw 4'), (u'Gagauz:', u'b\u0101-la- (< *bag-la-) 1'), (u'Karaim:', u'ba\u0263 3, 4'), (u'Karakalpak:', u'baw 3, 4'), (u'Salar:', u'ba\u03c7 4'), (u'Kumyk:', u'baw 3, 4')]"
*b(i)āka;"[(u'Old Turkic:', u'baqa (OUygh.)'), (u'Karakhanid:', [u'baqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'b\u0101'), (u'Tatar:', u'baqa'), (u'Middle Turkic:', [u'baqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), baqqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'baqa'), (u'Uighur:', u'baqa, paqa'), (u'Azerbaidzhan:', u'ba\u0263a'), (u'Turkmen:', u'Gurb\u0101\u0263a'), (u'Khakassian:', u'pa\u0263a'), (u'Shor:', u'pa\u0263a'), (u'Oyrat:', u'baqa'), (u'Halaj:', u""b\u0101qa 'turtle'""), (u'Yakut:', u'ba\u0263a'), (u'Tuva:', u'pa\u0263a'), (u'Tofalar:', u'ba\u0263a'), (u'Kirghiz:', u'baqa'), (u'Kazakh:', u'baqa'), (u'Noghai:', u'baqa'), (u'Balkar:', u'maqa'), (u'Gagauz:', u'qurb\u0101'), (u'Karaim:', u'baqa'), (u'Karakalpak:', u'baqa'), (u'Salar:', u'pa\u0263a'), (u'Kumyk:', u'baqa')]"
*biāĺč;"[(u'Old Turkic:', u'ba\u0161 (OUygh.)'), (u'Karakhanid:', [u'ba\u0161 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'ba\u0161 (dial.)'), (u'Turkmen:', u'b\u0101\u0161'), (u'Chuvash:', u""p\xfcz\u0301ek 'scar'""), (u'Yakut:', u'b\u0101s'), (u'Dolgan:', u'b\u0101s'), (u'Tuva:', [u'bais\u0301 (Krg. ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=287"" target=""_blank"">Castr.</a>, u' 124)'])]"
*biāt;"[(u'Old Turkic:', [<i>bat</i>, u' (OUygh.)']), (u'Karakhanid:', [<i>bat</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', [<i>pat</i>, u"" 'suddenly'""]), (u'Middle Turkic:', [<i>bat</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'b\u0254t'), (u'Uighur:', u'pat'), (u'Turkmen:', u""b\u0101da 'at once'""), (u'Chuvash:', u""pid\u01dd ( < *p\xfcd\u01dd?) 'most, very'""), (u'Tuva:', [<i>pat</i>, u"" 'extremely'""]), (u'Kirghiz:', u'bat')]"
*bij-;"[(u'Old Turkic:', [<i>bi</i>, u' (OUygh.)']), (u'Khakassian:', u""pi-ze- 'to whet, sharpen'""), (u'Yakut:', u'b\u012b'), (u'Dolgan:', u'b\u012b')]"
*bil-;"[(u'Old Turkic:', u'bil- (Orkh., Yen., OUygh.)'), (u'Karakhanid:', [u'bil- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'bil-'), (u'Tatar:', u'bel-'), (u'Middle Turkic:', [u'bil- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'bil-'), (u'Uighur:', u'bil-'), (u'Sary-Yughur:', u'b\u0268l-'), (u'Azerbaidzhan:', u'bil-'), (u'Turkmen:', u'bil-'), (u'Khakassian:', u'p\u01ddl-'), (u'Shor:', u'pil- (R.)'), (u'Oyrat:', u'bil-'), (u'Halaj:', u'bil-'), (u'Chuvash:', u'pe\u02b7l-'), (u'Yakut:', u'bil-'), (u'Dolgan:', u'bil-'), (u'Tuva:', u'bil-'), (u'Tofalar:', u'bil-'), (u'Kirghiz:', u'bil-'), (u'Kazakh:', u'bil-'), (u'Noghai:', u'bil-'), (u'Bashkir:', u'bel-'), (u'Balkar:', u'bil-'), (u'Gagauz:', u'bil-'), (u'Karaim:', u'bil-'), (u'Karakalpak:', u'bil-'), (u'Salar:', u'bil-'), (u'Kumyk:', u'bil-1')]"
*biĺč-;"[(u'Old Turkic:', u'bi\u0161- (OUygh.)'), (u'Karakhanid:', [u'bi\u0161- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'pi\u0161-'), (u'Tatar:', u'be\u0161-, pe\u0161-'), (u'Middle Turkic:', [u'bi\u0161- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'pi\u0161-'), (u'Uighur:', u'pi\u0161-'), (u'Sary-Yughur:', u'p\u0268s-'), (u'Azerbaidzhan:', u'bi\u0161-'), (u'Turkmen:', u'bi\u0161-'), (u'Khakassian:', u'p\u0268s-'), (u'Shor:', u'p\u0268\u0161-'), (u'Oyrat:', u'b\u0268\u0161-'), (u'Halaj:', u'b\u0268\u0161-'), (u'Chuvash:', u'pis\u0301-'), (u'Yakut:', u'bus-'), (u'Tuva:', u'b\u0268\u0161-'), (u'Tofalar:', u'b\u0268\u0161-'), (u'Kirghiz:', u'b\u0268\u0161-'), (u'Kazakh:', u'pis-'), (u'Bashkir:', u'be\u0161-'), (u'Balkar:', u'bi\u0161-'), (u'Gagauz:', u'pi\u0161-'), (u'Karaim:', u'bi\u0161-, pi\u0161-'), (u'Karakalpak:', u'pis-'), (u'Kumyk:', u'bi\u0161-')]"
*biĺči-;"[(u'Tatar:', u'pe\u0161- (\u0421\u0438\u0431., \u0422\u0443\u043c\u0430\u0448\u0435\u0432\u0430 180)'), (u'Uzbek:', u""pi\u0161kak 'churn pestle'""), (u'Turkmen:', u""pi\u0161ek 'churn pestle', -le- 'to churn'""), (u'Chuvash:', u""p\u01ddz\u0301er- 'to hit, beat'""), (u'Yakut:', [<i>bis-</i>, u"" 'to smear'""]), (u'Dolgan:', [<i>bis-</i>, u"" 'to smear'""]), (u'Kirghiz:', u""b\u0268\u0161- / bi\u0161-; bi\u0161kek 'churn-staff for kumis'""), (u'Kazakh:', u'pis-'), (u'Noghai:', u""piskek 'churn-staff'""), (u'Bashkir:', u""be\u0161e- 'to churn; to beat', be\u0161k\xe4k 'churn-staff'""), (u'Karakalpak:', [<i>pis-;</i>, u"" piskek 'a big churn'""])]"
